url,zip_code,city,type_of_property,subtype_of_property,price,type_of_sale,number_of_rooms,living_area,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_the_land,number_of_facades,swimming_pool,state_of_the_building,region,region_Brussels,region_Flanders,region_Wallonia,property_type_Apartment,property_type_House,property_subtype_apartment,property_subtype_bungalow,property_subtype_chalet,property_subtype_cottage,property_subtype_duplex,property_subtype_ground-floor,property_subtype_loft,property_subtype_mansion,property_subtype_master-house,property_subtype_mixed-building,property_subtype_penthouse,property_subtype_residence,property_subtype_studio,property_subtype_triplex,property_subtype_villa,sale_type_for sale,sale_type_in public sale,price_sqm
https://immovlan.be/en/detail/residence/for-sale/2250/olen/rbv02274,2250,Olen,House,residence,549000,for sale,4,317,1,0,0,1,24,1,204,391,2,0,1,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1732
https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbd67292,4030,Grivegnée,House,residence,215000,for sale,3,100,3,0,0,1,24,0,0,92,2,0,3,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2150
https://immovlan.be/en/detail/penthouse/for-sale/1000/brussels/rbv41015,1000,Brussels,Apartment,penthouse,479000,for sale,3,126,1,0,0,1,27,0,0,500,2,0,1,Brussels,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3802
https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbd85363,1040,Etterbeek,Apartment,apartment,530000,for sale,2,93,1,0,0,1,10,0,0,500,2,0,4,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5699
https://immovlan.be/en/detail/chalet/for-sale/5541/hastiere-par-dela/vbd93271,5541,Hastière-par-delà,House,chalet,139000,for sale,2,51,1,0,0,1,27,1,490,234,4,0,4,Wallonia,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2725
https://immovlan.be/en/detail/residence/for-sale/1495/villers-la-ville/vbd17009,1495,Villers-la-Ville,House,residence,345000,for sale,4,161,3,0,1,1,27,1,1345,1345,4,1,0,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2143
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48005,1200,Sint-Lambrechts-Woluwe,Apartment,apartment,450000,for sale,2,110,3,0,0,1,9,0,0,500,2,0,1,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4091
https://immovlan.be/en/detail/villa/for-sale/1460/ittre/vbd40736,1460,Ittre,House,villa,1190000,for sale,4,250,2,0,0,1,30,1,490,923,4,1,2,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,4760
https://immovlan.be/en/detail/villa/for-sale/8880/ledegem/rbv35877,8880,Ledegem,House,villa,460000,for sale,4,225,1,0,0,1,50,1,1000,1295,4,0,1,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2044
https://immovlan.be/en/detail/residence/for-sale/3440/budingen/rbv40880,3440,Budingen,House,residence,349000,for sale,3,104,1,0,0,0,0,1,204,602,4,0,1,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3356
https://immovlan.be/en/detail/apartment/for-sale/8200/sint-andries/rbv36508,8200,Sint-Andries,Apartment,apartment,412000,for sale,2,97,1,0,0,1,13,1,70,500,2,0,4,Flanders,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4247
https://immovlan.be/en/detail/residence/for-sale/1070/anderlecht/vbc66883,1070,Anderlecht,House,residence,290000,for sale,4,158,1,0,0,0,0,0,0,208,2,0,1,Brussels,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1835
https://immovlan.be/en/detail/residence/for-sale/6997/erezee/vbc84111,6997,Érezée,House,residence,95000,for sale,2,40,1,1,0,1,27,1,490,316,4,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2375
https://immovlan.be/en/detail/apartment/for-sale/4140/sprimont/vbd95873,4140,Sprimont,Apartment,apartment,739000,for sale,3,257,1,0,0,1,10,0,0,500,3,0,1,Wallonia,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2875
https://immovlan.be/en/detail/penthouse/for-sale/4130/esneux/vbd87695,4130,Esneux,Apartment,penthouse,350000,for sale,2,130,3,0,0,1,10,0,107,500,2,0,1,Wallonia,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2692
https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbv29636,9700,Oudenaarde,Apartment,apartment,401500,for sale,2,97,2,0,0,1,13,0,0,500,3,0,4,Flanders,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4139
https://immovlan.be/en/detail/residence/for-sale/2300/turnhout/rbv43217,2300,Turnhout,House,residence,499000,for sale,4,246,1,0,0,1,24,1,204,904,4,0,1,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2028
https://immovlan.be/en/detail/apartment/for-sale/2430/laakdal/rbv35655,2430,Laakdal,Apartment,apartment,292000,for sale,3,109,1,0,0,1,24,1,70,500,4,0,4,Flanders,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2679
https://immovlan.be/en/detail/residence/for-sale/4020/bressoux/vbd73059,4020,Bressoux,House,residence,335000,for sale,3,141,1,0,0,1,31,1,490,735,3,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2376
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd86249,6700,Arlon,Apartment,apartment,205000,for sale,3,120,1,0,0,1,10,0,0,500,2,0,1,Wallonia,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1708
https://immovlan.be/en/detail/ground-floor/for-sale/1050/elsene/vbd96328,1050,Elsene,Apartment,ground-floor,790000,for sale,2,131,2,0,0,1,22,1,22,500,2,0,4,Brussels,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,6031
https://immovlan.be/en/detail/residence/for-sale/1380/lasne/vbd89376,1380,Lasne,House,residence,780000,for sale,4,169,2,0,1,1,27,1,900,1000,4,1,3,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4615
https://immovlan.be/en/detail/residence/for-sale/9000/gent/rbu29039,9000,Gent,House,residence,499000,for sale,3,132,1,0,0,1,13,1,204,145,2,0,4,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3780
https://immovlan.be/en/detail/residence/for-sale/8680/koekelare/rbv37194,8680,Koekelare,House,residence,372000,for sale,3,146,1,0,0,0,0,0,0,350,3,0,1,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2548
https://immovlan.be/en/detail/apartment/in-public-sale/1400/nivelles/vbd55357,1400,Nivelles,Apartment,apartment,140000,in public sale,2,90,1,0,0,0,0,0,0,500,2,0,1,Wallonia,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1556
https://immovlan.be/en/detail/residence/for-sale/6850/paliseul/vbd05635,6850,Paliseul,House,residence,150000,for sale,2,82,1,0,0,1,30,1,490,639,4,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1829
https://immovlan.be/en/detail/master-house/for-sale/4900/spa/vbd86696,4900,Spa,House,master-house,440000,for sale,6,352,2,0,0,1,27,1,490,425,3,0,2,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1250
https://immovlan.be/en/detail/residence/for-sale/1420/braine-l-alleud/vbd96221,1420,Braine-l,House,residence,490000,for sale,4,120,1,0,0,1,30,1,1350,1528,4,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4083
https://immovlan.be/en/detail/ground-floor/for-sale/9620/zottegem/rwc41849,9620,Zottegem,Apartment,ground-floor,170000,for sale,2,80,1,0,0,1,5,0,70,500,2,0,2,Flanders,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2125
https://immovlan.be/en/detail/apartment/for-sale/6001/marcinelle/vwd12509,6001,Marcinelle,Apartment,apartment,169000,for sale,3,120,3,0,0,0,10,1,107,500,3,0,3,Wallonia,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1408
https://immovlan.be/en/detail/residence/for-sale/3140/keerbergen/rbv27682,3140,Keerbergen,House,residence,625000,for sale,3,136,1,0,0,1,24,1,204,1000,4,0,2,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4596
https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd85297,1160,Oudergem,Apartment,apartment,725000,for sale,2,111,1,0,0,1,29,1,70,500,2,0,4,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6532
https://immovlan.be/en/detail/mixed-building/for-sale/6061/montignies-sur-sambre/vbd42338,6061,Montignies-sur-Sambre,House,mixed-building,379000,for sale,6,165,1,0,0,0,27,0,490,639,2,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2297
https://immovlan.be/en/detail/residence/for-sale/3920/lommel/rbv30951,3920,Lommel,House,residence,369000,for sale,6,315,1,0,0,1,24,1,204,297,3,0,1,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1171
https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbd95090,4100,Seraing,House,residence,219000,for sale,2,190,1,0,0,1,27,1,490,340,4,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1153
https://immovlan.be/en/detail/duplex/for-sale/9000/gent/rbv43302,9000,Gent,Apartment,duplex,525000,for sale,2,155,1,0,0,1,56,0,0,500,2,0,1,Flanders,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3387
https://immovlan.be/en/detail/residence/for-sale/2222/itegem/rbv42152,2222,Itegem,House,residence,425000,for sale,3,340,1,0,0,0,0,0,0,1690,4,0,1,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1250
https://immovlan.be/en/detail/duplex/for-sale/1480/tubize/vbd59710,1480,Tubize,Apartment,duplex,275000,for sale,3,152,3,0,0,1,58,1,115,500,2,0,1,Wallonia,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1809
https://immovlan.be/en/detail/villa/for-sale/1970/wezembeek-oppem/vbd85516,1970,Wezembeek-Oppem,House,villa,1155000,for sale,3,180,1,0,0,1,24,1,204,488,4,0,4,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6417
https://immovlan.be/en/detail/studio/for-sale/3001/heverlee/rbv27688,3001,Heverlee,Apartment,studio,240000,for sale,2,29,1,1,0,0,0,1,70,500,2,0,1,Flanders,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,8276
https://immovlan.be/en/detail/residence/for-sale/5660/couvin/vbd52903,5660,Couvin,House,residence,225000,for sale,3,153,1,0,0,0,0,0,0,59,2,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1471
https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbd33010,1400,Nivelles,House,residence,500000,for sale,2,105,1,0,0,0,0,0,0,622,2,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4762
https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbd10686,1370,Jodoigne,House,residence,457449,for sale,4,190,1,0,0,0,27,1,490,941,4,0,4,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2408
https://immovlan.be/en/detail/duplex/for-sale/9830/sint-martens-latem/rbv43250,9830,Sint-Martens-Latem,Apartment,duplex,520000,for sale,2,111,2,0,0,1,10,1,70,500,3,0,4,Flanders,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4685
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbc98177,1140,Evere,Apartment,apartment,212500,for sale,2,76,1,0,0,0,0,0,0,500,2,0,1,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2796
https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbd79749,6700,Arlon,House,residence,360000,for sale,2,130,1,0,0,1,28,1,490,212,2,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2769
https://immovlan.be/en/detail/residence/for-sale/3090/overijse/rbv42117,3090,Overijse,House,residence,474000,for sale,3,155,1,0,0,1,23,1,276,430,4,0,1,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3058
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbv43352,1000,Brussels,Apartment,apartment,895000,for sale,3,161,3,0,0,1,2,0,70,500,2,0,2,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5559
https://immovlan.be/en/detail/residence/for-sale/4860/pepinster/vbd89960,4860,Pepinster,House,residence,159000,for sale,4,186,1,0,0,1,32,1,490,220,2,0,0,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,855
https://immovlan.be/en/detail/apartment/for-sale/6220/fleurus/vba14290,6220,Fleurus,Apartment,apartment,214000,for sale,2,82,1,0,0,1,9,1,107,500,2,0,1,Wallonia,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2610
https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/rbv43401,1160,Oudergem,Apartment,apartment,549000,for sale,2,107,2,0,0,1,7,0,70,500,2,0,2,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5131
https://immovlan.be/en/detail/ground-floor/for-sale/9000/gent/rbv31434,9000,Gent,Apartment,ground-floor,327500,for sale,2,89,2,0,0,1,13,0,0,500,2,0,4,Flanders,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3680
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd30508,1190,Vorst,Apartment,apartment,300000,for sale,2,97,2,0,0,1,9,0,0,500,2,0,1,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3093
https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vbd08645,1030,Schaarbeek,House,residence,575000,for sale,4,289,1,0,0,1,25,1,40,165,2,0,1,Brussels,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1990
https://immovlan.be/en/detail/residence/for-sale/3545/halen/rbv29859,3545,Halen,House,residence,219000,for sale,2,86,1,0,0,0,0,1,204,1081,4,0,1,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2547
https://immovlan.be/en/detail/residence/for-sale/6600/bastogne/vbd25331,6600,Bastogne,House,residence,210000,for sale,3,62,1,0,0,0,0,0,0,69,4,0,0,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3387
https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbd92459,1150,Sint-Pieters-Woluwe,House,residence,1055000,for sale,4,318,1,0,0,1,32,1,270,428,2,0,1,Brussels,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3318
https://immovlan.be/en/detail/residence/for-sale/2840/terhagen/rbv43569,2840,Terhagen,House,residence,279000,for sale,3,169,1,0,0,1,24,0,0,488,3,0,0,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1651
https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbd94749,1050,Elsene,House,residence,499000,for sale,6,225,1,0,0,1,20,0,99,77,2,0,0,Brussels,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2218
https://immovlan.be/en/detail/cottage/for-sale/8210/zedelgem/rbu24004,8210,Zedelgem,House,cottage,595000,for sale,7,228,1,0,0,1,24,1,204,10000,4,0,0,Flanders,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2610
https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/rbv43353,1180,Ukkel,House,villa,1375000,for sale,5,215,3,0,0,1,20,1,5439,5439,4,0,0,Brussels,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6395
https://immovlan.be/en/detail/loft/for-sale/1070/anderlecht/vbc87588,1070,Anderlecht,Apartment,loft,395000,for sale,2,180,2,0,0,0,11,0,70,500,2,0,1,Brussels,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2194
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd85332,1180,Ukkel,Apartment,apartment,595000,for sale,3,128,1,0,0,1,17,0,0,500,2,0,4,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4648
https://immovlan.be/en/detail/villa/for-sale/4920/aywaille/vbd91838,4920,Aywaille,House,villa,375000,for sale,5,214,3,0,0,1,18,1,500,1054,4,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1752
https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbv38554,9700,Oudenaarde,Apartment,apartment,294500,for sale,1,103,2,0,0,1,15,0,0,500,2,0,1,Flanders,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2859
https://immovlan.be/en/detail/residence/for-sale/2900/schoten/vbd91990,2900,Schoten,House,residence,1243273,for sale,3,248,1,0,0,0,24,0,204,3147,4,0,4,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,5013
https://immovlan.be/en/detail/residence/for-sale/6747/meix-le-tige/vwd15631,6747,Meix-le-Tige,House,residence,525000,for sale,4,165,2,0,1,1,27,1,490,1295,4,0,2,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3182
https://immovlan.be/en/detail/residence/for-sale/9910/knesselare/rbv30524,9910,Knesselare,House,residence,365000,for sale,3,414,1,0,0,1,24,0,0,235,4,0,1,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,882
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd92758,1140,Evere,Apartment,apartment,475000,for sale,3,110,2,0,0,1,11,1,70,500,2,0,4,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4318
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd71241,1180,Ukkel,Apartment,apartment,260000,for sale,1,65,1,0,0,1,22,0,0,500,2,0,1,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4000
https://immovlan.be/en/detail/ground-floor/for-sale/4960/malmedy/vbd58912,4960,Malmedy,Apartment,ground-floor,275000,for sale,1,88,3,0,0,1,15,1,40,500,2,0,1,Wallonia,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3125
https://immovlan.be/en/detail/residence/for-sale/5020/temploux/vbd95799,5020,Temploux,House,residence,645000,for sale,4,406,1,0,0,1,27,1,490,7011,4,1,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1589
https://immovlan.be/en/detail/residence/for-sale/1740/ternat/rbv41821,1740,Ternat,House,residence,180000,for sale,2,69,1,0,0,1,24,1,1,137,4,0,0,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2609
https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vwd16838,6880,Bertrix,Apartment,apartment,210000,for sale,2,80,3,0,0,1,10,0,107,500,2,0,2,Wallonia,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2625
https://immovlan.be/en/detail/residence/for-sale/8890/moorslede/rbu78024,8890,Moorslede,House,residence,697000,for sale,5,180,1,0,0,1,24,1,204,9366,4,0,1,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3872
https://immovlan.be/en/detail/apartment/for-sale/1120/neder-over-heembeek/rbu89093,1120,Neder-Over-Heembeek,Apartment,apartment,394900,for sale,3,124,2,0,0,1,31,0,0,500,3,0,4,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3185
https://immovlan.be/en/detail/mixed-building/for-sale/1420/braine-l-alleud/vbd16220,1420,Braine-l,House,mixed-building,450000,for sale,2,180,3,0,0,1,23,0,0,97,3,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2500
https://immovlan.be/en/detail/apartment/for-sale/8560/moorsele/rbu60535,8560,Moorsele,Apartment,apartment,495000,for sale,3,166,2,0,0,1,13,0,70,500,2,0,2,Flanders,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2982
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbd96294,4000,Liege,Apartment,apartment,139000,for sale,1,50,1,0,0,0,0,0,0,500,2,0,0,Wallonia,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2780
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd93559,1000,Brussels,Apartment,apartment,278000,for sale,1,50,1,0,0,0,0,0,0,500,2,0,1,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5560
https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbv34955,2500,Lier,Apartment,apartment,195000,for sale,1,60,1,0,0,1,13,1,70,500,2,0,1,Flanders,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3250
https://immovlan.be/en/detail/residence/for-sale/3090/overijse/rbv40245,3090,Overijse,House,residence,650000,for sale,3,130,1,0,0,1,24,1,204,21571,4,0,0,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,5000
https://immovlan.be/en/detail/ground-floor/for-sale/3500/hasselt/rbv35759,3500,Hasselt,Apartment,ground-floor,249000,for sale,2,97,1,0,0,0,0,1,70,500,2,0,1,Flanders,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2567
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc89628,4000,Liege,Apartment,apartment,525000,for sale,2,131,0,0,0,1,15,0,0,500,2,0,4,Wallonia,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4008
https://immovlan.be/en/detail/residence/for-sale/1495/villers-la-ville/vbd71498,1495,Villers-la-Ville,House,residence,180000,for sale,2,95,3,0,0,1,14,0,0,91,2,0,0,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1895
https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbv40346,2800,Mechelen,House,residence,398000,for sale,3,144,1,0,0,1,16,1,235,365,2,0,1,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2764
https://immovlan.be/en/detail/apartment/for-sale/9160/lokeren/rbv35047,9160,Lokeren,Apartment,apartment,465000,for sale,5,340,1,0,0,0,0,1,70,500,2,0,1,Flanders,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1368
https://immovlan.be/en/detail/mixed-building/for-sale/3970/leopoldsburg/rbu90219,3970,Leopoldsburg,House,mixed-building,169000,for sale,4,195,1,0,0,0,0,1,204,525,4,0,0,Flanders,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,867
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/rbv23951,1070,Anderlecht,Apartment,apartment,289000,for sale,2,87,2,0,0,1,7,1,1,500,2,0,4,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3322
https://immovlan.be/en/detail/residence/for-sale/7130/binche/vbc83008,7130,Binche,House,residence,310000,for sale,3,148,1,0,0,1,27,1,490,639,2,0,4,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2095
https://immovlan.be/en/detail/apartment/for-sale/8620/nieuwpoort/rbv38777,8620,Nieuwpoort,Apartment,apartment,395000,for sale,1,62,1,0,0,1,13,0,0,500,2,0,3,Flanders,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6371
https://immovlan.be/en/detail/chalet/for-sale/2230/herselt/rbv43904,2230,Herselt,House,chalet,300000,for sale,3,96,1,0,0,1,5,1,9302,9302,4,0,1,Flanders,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3125
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd90199,1180,Ukkel,Apartment,apartment,440000,for sale,3,120,1,0,0,1,30,0,0,500,2,0,0,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3667
https://immovlan.be/en/detail/residence/for-sale/6940/barvaux-sur-ourthe/rwc41811,6940,Barvaux-sur-Ourthe,House,residence,465000,for sale,4,240,1,0,0,1,50,0,490,639,4,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1938
https://immovlan.be/en/detail/residence/for-sale/1457/walhain/vbd54958,1457,Walhain,House,residence,250000,for sale,5,244,1,0,0,1,27,1,490,640,3,0,0,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1025
https://immovlan.be/en/detail/residence/for-sale/5600/philippeville/rbu76864,5600,PHILIPPEVILLE,House,residence,395000,for sale,6,292,1,0,0,1,27,1,490,5225,4,0,1,Wallonia,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1353
https://immovlan.be/en/detail/chalet/for-sale/6670/gouvy/vbd60506,6670,Gouvy,House,chalet,495000,for sale,2,168,3,1,0,1,27,1,490,7185,4,0,1,Wallonia,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2946
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd20691,1050,Elsene,Apartment,apartment,450000,for sale,2,89,2,0,0,0,0,0,0,500,2,0,1,Brussels,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5056
